num,url,full_url,pubdate,title,description,download_url
750,https://www.thisamericanlife.org/episode/750,https://www.thisamericanlife.org/750/the-ferryman,"October 15, 2021",The Ferryman,"Getting from Point A to Point B—with expert assistance.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/d1c38816-d10c-4741-a110-80653f969c00/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=d1c38816-d10c-4741-a110-80653f969c00
773,https://www.thisamericanlife.org/episode/773,https://www.thisamericanlife.org/773/longest-distance,"June 17, 2022",The Longest Distance Between Two Points,"Getting from A to B via Z.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/72e503ce-f09d-4a52-93ad-cb37be010370/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=72e503ce-f09d-4a52-93ad-cb37be010370
550,https://www.thisamericanlife.org/episode/550,https://www.thisamericanlife.org/550/three-miles,"March 13, 2015",Three Miles,"There’s a program that brings together kids from two schools. One school is public and in the country’s poorest congressional district. The other is private and costs $43,000/year. They are three miles apart. The hope is that kids connect, but some of the public school kids just can’t get over the divide. We hear what happens when you get to see the other side and it looks a lot better. 
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/8eb7e27b-99d5-44c1-8048-d3e9d58d0124/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=8eb7e27b-99d5-44c1-8048-d3e9d58d0124
528,https://www.thisamericanlife.org/episode/528,https://www.thisamericanlife.org/528/the-radio-drama-episode,"June 20, 2014",The Radio Drama Episode ,"Our most ambitious live show ever! We pulled together a massive team of theater pros at the Brooklyn Academy of Music's Opera House—nearly 50 singers, actors, dancers and musicians. The result? Journalism turned into a Broadway musical, into opera. Mike Birbiglia, Sasheer Zamata, Stephin Merritt, Josh Hamilton, Lindsay Mendez, Lin-Manuel Miranda and others.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/0c2ae293-d05c-4d14-827a-97d92b82763d/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=0c2ae293-d05c-4d14-827a-97d92b82763d
772,https://www.thisamericanlife.org/episode/772,https://www.thisamericanlife.org/772/the-kids-table,"June 3, 2022",The Kids' Table,"Kids navigating hairy situations all on their own, with no help from grown-ups.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/d0e09544-f892-47d9-9e0e-9a95b8d434f3/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=d0e09544-f892-47d9-9e0e-9a95b8d434f3
102,https://www.thisamericanlife.org/episode/102,https://www.thisamericanlife.org/102/road-trip,"May 22, 1998",Road Trip!,"With so many songs, movies, and books about the joy of the open road, it's hard to take just a normal road trip without huge expectations.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/2e611154-df3f-4de5-a3d2-e7572377c929/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=2e611154-df3f-4de5-a3d2-e7572377c929
771,https://www.thisamericanlife.org/episode/771,https://www.thisamericanlife.org/771/the-parents-step-in,"May 27, 2022",The Parents Step In,"Government isn’t doing much to prevent school shootings. So parents are jumping in: parents whose kids have died in mass shootings, in the wake of each shooting. They take practical, effective action — and they get results.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/de87d383-b3bf-4085-b4c8-4b364006d823/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=de87d383-b3bf-4085-b4c8-4b364006d823
550,https://www.thisamericanlife.org/episode/550,https://www.thisamericanlife.org/550/three-miles,"March 13, 2015",Three Miles,"There’s a program that brings together kids from two schools. One school is public and in the country’s poorest congressional district. The other is private and costs $43,000/year. They are three miles apart. The hope is that kids connect, but some of the public school kids just can’t get over the divide. We hear what happens when you get to see the other side and it looks a lot better. 
",https://stream.thisamericanlife.org/550/6dF6tMun4ReLWP5wyyLEdXNzJBPBRfiTx2oyXv-a5gg/550.mp3
625,https://www.thisamericanlife.org/episode/625,https://www.thisamericanlife.org/625/essay-b,"September 8, 2017",Essay B,"In 1967, the first two Black students were enrolled at an all-white private boarding school in Virginia. The main reason they were there? To benefit the white kids.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/8a450aed-ce21-4453-8062-1726df80d075/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=8a450aed-ce21-4453-8062-1726df80d075
770,https://www.thisamericanlife.org/episode/770,https://www.thisamericanlife.org/770/my-lying-eyes,"May 6, 2022",My Lying Eyes,"People staring squarely at the truth, and still finding it hard to believe what they’re seeing.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/b76a63ed-ab38-49c1-a38a-373f290d051a/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=b76a63ed-ab38-49c1-a38a-373f290d051a
109,https://www.thisamericanlife.org/episode/109,https://www.thisamericanlife.org/109/notes-on-camp,"August 28, 1998",Notes on Camp,"People who love summer camp say that non-camp people simply don't understand what's so amazing about it. We attempt to bridge this gap of misunderstanding between camp people and non-camp people.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/4dbce640-7137-4cda-9615-91b46923e6a1/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=4dbce640-7137-4cda-9615-91b46923e6a1
400,https://www.thisamericanlife.org/episode/400,https://www.thisamericanlife.org/400/stories-pitched-by-our-parents,"February 12, 2010",Stories Pitched by Our Parents,"We try something harder than anything we've ever tried before, by taking the random ideas that members of our own families have told us would be ""perfect for the show,"" and turning them into actual stories.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/dccdd7be-5957-4080-8831-2c2a9ed13b7a/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=dccdd7be-5957-4080-8831-2c2a9ed13b7a
769,https://www.thisamericanlife.org/episode/769,https://www.thisamericanlife.org/769/the-reluctant-explorer,"April 29, 2022",The Reluctant Explorer,"A man finds himself thrust into a new world he didn’t necessarily ask to visit. He takes a look around.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/9ba1a271-26e8-42ea-a470-b902faca42ad/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=9ba1a271-26e8-42ea-a470-b902faca42ad
768,https://www.thisamericanlife.org/episode/768,https://www.thisamericanlife.org/768/the-other-front-lines,"April 22, 2022",The Other Front Lines,"Four personal stories from the war in Ukraine.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/187700c4-486b-4d1d-9f9d-cbde626f7a30/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=187700c4-486b-4d1d-9f9d-cbde626f7a30
583,https://www.thisamericanlife.org/episode/583,https://www.thisamericanlife.org/583/itll-make-sense-when-youre-older,"March 25, 2016",It’ll Make Sense When You’re Older,"Kids do not like being told it’ll make sense when they’re older. They’re pretty sure the grown-ups are wrong.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/b7202006-b59f-4a39-937f-1358ca9e5ac9/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=b7202006-b59f-4a39-937f-1358ca9e5ac9
767,https://www.thisamericanlife.org/episode/767,https://www.thisamericanlife.org/767/do-not-go-gentle,"April 8, 2022",Do Not Go Gentle,"In this moment when autocrats and almost-autocrats are getting bolder and more powerful, we bring you two stories of resistance, from Hungary and Russia.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/ff916a0e-6818-49ba-8b45-bd43bad9d10c/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=ff916a0e-6818-49ba-8b45-bd43bad9d10c
400,https://www.thisamericanlife.org/episode/400,https://www.thisamericanlife.org/400/stories-pitched-by-our-parents,"February 12, 2010",Stories Pitched by Our Parents,"For our 400th show, we try something harder than anything we've ever tried in the previous 399. We take the random ideas that members of our own families have told us at weddings and family gatherings would be ""perfect for the show""...and we actually try to make those ideas into stories.
",https://stream.thisamericanlife.org/400/BirQG2HZ80pJ61-0_cLoExpETkXEVnYJ8w2Kus0JWTE/400.mp3
510,https://www.thisamericanlife.org/episode/510,https://www.thisamericanlife.org/510/fiasco-2013,"November 1, 2013",Fiasco! (2013),"Stories of when things go wrong. Really wrong. When you leave the normal realm of human error, fumble, mishap, and mistake and enter the territory of really huge breakdowns. Fiascos. Things go so awry that normal social order collapses.
",https://stream.thisamericanlife.org/510/SE29pkKGlHfk4i9sDIrMw7i5bzVjfBwg0coreE4-rV8/510.mp3
672,https://www.thisamericanlife.org/episode/672,https://www.thisamericanlife.org/672/no-fair,"April 5, 2019",No Fair!,"Stories of very small injustices and also one very big one.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/5a12fc83-9bf1-40df-8726-aef5f7610917/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=5a12fc83-9bf1-40df-8726-aef5f7610917
766,https://www.thisamericanlife.org/episode/766,https://www.thisamericanlife.org/766/well-someone-had-to-do-something,"April 1, 2022",Well Someone Had to Do SOMETHING!,"People trying to jump in and solve other people's problems, putting themselves directly in the gap between the problem and the solution. 
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/38e10e78-f1a9-4c2b-9215-61aebe46acf3/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=38e10e78-f1a9-4c2b-9215-61aebe46acf3
765,https://www.thisamericanlife.org/episode/765,https://www.thisamericanlife.org/765/off-course,"March 18, 2022",Off Course,"Three people, and one animal, who know the path their lives will take until, suddenly, they don’t.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/feaf7292-2425-4e69-a5f1-e8aad976f9b3/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=feaf7292-2425-4e69-a5f1-e8aad976f9b3
638,https://www.thisamericanlife.org/episode/638,https://www.thisamericanlife.org/638/rom-com,"February 9, 2018",Rom-Com,"The one thing you know for sure when you're watching a romantic comedy is that it's going to turn out okay in the end. When you're living one? Not so much. This week, stories that unfold like rom-coms.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/cd9ce857-fd13-4434-87ec-89bc423f571e/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=cd9ce857-fd13-4434-87ec-89bc423f571e
605,https://www.thisamericanlife.org/episode/605,https://www.thisamericanlife.org/605/kid-logic,"December 16, 2016",Kid Logic,"Kids using perfectly logical arguments, and arriving at perfectly wrong conclusions.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/8a2923a2-055c-45b9-8fb4-2bec1fd86dbe/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=8a2923a2-055c-45b9-8fb4-2bec1fd86dbe
764,https://www.thisamericanlife.org/episode/764,https://www.thisamericanlife.org/764/schools-out-forever,"March 11, 2022",School's Out Forever,"The pandemic broke school. Can we ever go back?
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/f82a132a-5656-4824-9933-39f475ac5f5a/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=f82a132a-5656-4824-9933-39f475ac5f5a
659,https://www.thisamericanlife.org/episode/659,https://www.thisamericanlife.org/659/before-the-next-one,"October 12, 2018",Before the Next One,"There’s no rulebook on how to handle a school shooting. And no real way to prepare for one. This week, people take what they’ve learned from these tragedies and try to use that knowledge to save others.
",https://stream.thisamericanlife.org/659/9C5YDbSpBKUx0DGHG_ONLX-7Mg2sKwBTpVftxm-rVU4/659.mp3
763,https://www.thisamericanlife.org/episode/763,https://www.thisamericanlife.org/763/the-other-mr-president,"February 25, 2022",The Other Mr. President,"Stories about Vladimir Putin. Did he come to power in 1999 by killing hundreds of innocent Russians? How’s he really seen in his home country? This show is a mix of old and new stories we’ve done about him. 
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/70c3aa87-4933-4637-8486-a0e8198d1e20/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=70c3aa87-4933-4637-8486-a0e8198d1e20
178,https://www.thisamericanlife.org/episode/178,https://www.thisamericanlife.org/178/superpowers,"February 23, 2001",Superpowers,"We answer the following questions about superpowers: Can superheroes be real people? (No.) Can real people become superheroes? (Maybe.) And which is better: flight or invisibility? (Depends who you ask.)
",https://stream.thisamericanlife.org/178/7XkrXbbZwnIKPAr8qvRiCRhBEaFQZVJmHtfabeeqhfg/178.mp3
659,https://www.thisamericanlife.org/episode/659,https://www.thisamericanlife.org/659/before-the-next-one,"October 12, 2018",Before the Next One,"There’s no rulebook on how to handle a school shooting. And no real way to prepare for one. This week, people take what they’ve learned from these tragedies and try to use that knowledge to save others.
",https://stream.thisamericanlife.org/659/0UHLQty1Yt49FAh9Uv21LttcsSU5F5ldwdo-q9F5kd0/659.mp3
762,https://www.thisamericanlife.org/episode/762,https://www.thisamericanlife.org/762/apocalypse-creep,"February 11, 2022",Apocalypse Creep,"A woman wakes up and discovers her backyard has disappeared, and other stories from places slowly coming apart.
",https://dts.podtrac.com/redirect.mp3/chtbl.com/track/8DB4DB/pdst.fm/e/nyt.simplecastaudio.com/bbbcc290-ed3b-44a2-8e5d-5513e38cfe20/episodes/71dd7fd6-1256-4ff7-839f-0adfd9a6e6f6/audio/128/default.mp3?awCollectionId=bbbcc290-ed3b-44a2-8e5d-5513e38cfe20&awEpisodeId=71dd7fd6-1256-4ff7-839f-0adfd9a6e6f6
